family,L,PCR,order_churn,fill,cover_days,orders_per_year
Fixed order quantity (LN),28,0.007726394727871832,0.3105022831050228,1.0,11.891180866965579,8.729446935724962
Economic order quantity (LN),10,0.003863197363935916,0.13991769547325103,1.0,0.09867094690590511,9.820627802690582
Economic order quantity (LN),100,0.0045449380752187254,0.24390243902439024,1.0,24.378055276149766,7.0926756352765326
Economic order quantity (LN),1000,0.000795364163163277,0.109375,1.0,59.31846641064537,2.7279521674140508
Floating window (both),7,0.0032950801045335755,0.2230769230769231,1.0,7.275622278546826,5.4559043348281016
Floating window (both),14,0.004431314623338257,0.3333333333333333,1.0,7.85195294729317,4.910313901345291
Floating window (both),28,0.003522327008294512,0.34065934065934067,1.0,12.717709249724784,3.819133034379671
Floating window (both),56,0.004431314623338257,0.5652173913043478,1.0,24.864303562283265,2.7279521674140508
Fixed order quantity (LN),7,0.004090444267696853,0.17475728155339806,1.0,14.0,8.729446935724962
Fixed order quantity (LN),28,0.0062492898534257475,0.2682926829268293,1.0,14.0,8.729446935724962
Economic order quantity (LN),10,0.00363595046017498,0.1553398058252427,1.0,6.036016190382672,8.729446935724962
Economic order quantity (LN),100,0.00363595046017498,0.21052631578947367,1.0,13.672392745839812,6.001494768310912
Economic order quantity (LN),1000,0.0027269628451312353,0.34782608695652173,1.0,52.50526354024217,2.7279521674140508
Floating window (both),7,0.10964663106465175,0.8420593368237347,1.0,2.98684697226078,46.92077727952167
Floating window (both),14,0.061583910919213725,0.9093959731543624,1.0,6.550941464019553,24.55156950672646
Floating window (both),28,0.03829110328371776,0.9601139601139601,1.0,12.956158401124542,13.094170403587444
Floating window (both),56,0.023974548346778774,0.985981308411215,1.0,28.142105316627468,7.0926756352765326
Fixed order quantity (LN),7,0.11021474832405409,0.5936352509179926,1.0,3.405930003240195,49.648729446935725
Fixed order quantity (LN),28,0.03476877627542325,0.6552462526766595,1.0,13.367066027156488,13.094170403587444
Economic order quantity (LN),10,0.30598795591410066,0.5557160544779199,1.0,0.16583803223005458,200.23168908819133
Economic order quantity (LN),100,0.2841722531530508,0.7264013941330235,1.0,0.9246679032295184,138.03437967115096
Economic order quantity (LN),1000,0.18259288717191227,0.9305153445280834,1.0,3.3874228475686157,60.01494768310912
Floating window (both),7,0.07362799681854335,0.6900958466453674,1.0,2.1146493420568993,38.191330343796714
Floating window (both),14,0.047835473241677084,0.7738970588235294,1.0,5.5525956284153,22.369207772795217
Floating window (both),28,0.03317804794909669,0.8821752265861027,1.0,11.910363456321488,13.094170403587444
Floating window (both),56,0.02113396204976707,0.9253731343283582,1.0,25.64330454181897,7.0926756352765326
Fixed order quantity (LN),7,0.0770367003749574,0.5301016419077405,1.0,3.708186306942044,40.37369207772795
Fixed order quantity (LN),28,0.027156004999431882,0.5930521091811415,1.0,13.721639221740253,11.457399103139014
Economic order quantity (LN),10,0.13214407453698443,0.4413662239089184,1.0,0.3948797082831952,105.29895366218236
Economic order quantity (LN),100,0.12259970457902511,0.671437461107654,1.0,1.932819505306586,57.28699551569507
Economic order quantity (LN),1000,0.0670378366094762,0.8727810650887574,1.0,6.808782328905552,21.823617339312406
Floating window (both),7,0.07181002158845586,0.8381962864721485,1.0,7.700445707231169,31.64424514200299
Floating window (both),14,0.04033632541756618,0.9102564102564102,1.0,11.338102500127517,16.367713004484305
Floating window (both),28,0.026587887740029542,0.975,1.0,19.458737832925653,9.275037369207773
Floating window (both),56,0.015452789455743665,0.9784172661870504,1.0,33.03263900422855,4.910313901345291
Fixed order quantity (LN),7,0.1062379275082377,0.5940279542566709,1.0,7.018868748276333,49.10313901345292
Fixed order quantity (LN),28,0.03590501079422793,0.6396761133603239,1.0,13.882844831983359,14.185351270553065
Economic order quantity (LN),10,0.24292694012044086,0.6346096764618581,1.0,4.844636840679095,142.94469357249628
Economic order quantity (LN),100,0.23917736620838542,0.7898686679174484,1.0,5.512864148539625,107.4813153961136
Economic order quantity (LN),1000,0.1407794568799,0.9294823705926482,1.0,7.848460312561685,48.011958146487295
Floating window (both),7,0.017270764685831157,0.6440677966101694,1.0,1.8418218149159853,9.275037369207773
Floating window (both),14,0.012612203158731962,0.8409090909090909,1.0,4.289929115041223,4.910313901345291
Floating window (both),28,0.008294511987274173,0.9240506329113924,1.0,7.696420013379306,2.7279521674140508
Floating window (both),56,0.004999431882740598,0.9565217391304348,1.0,15.960549071624595,1.6367713004484306
Fixed order quantity (LN),7,0.02726962845131235,0.4528301886792453,1.0,4.587931843537287,18.550074738415546
Fixed order quantity (LN),28,0.01624815361890694,0.5053003533568905,1.0,7.036362336810824,8.729446935724962
Economic order quantity (LN),10,0.03238268378593342,0.44049459041731065,1.0,0.0942165266426746,25.097159940209266
Economic order quantity (LN),100,0.031132825815248268,0.5580448065173116,1.0,0.6238389204517946,20.186846038863976
Economic order quantity (LN),1000,0.023974548346778774,0.8755186721991701,1.0,3.1319279069365713,9.275037369207773
Floating window (both),7,0.06942392909896603,0.640461215932914,1.0,2.255975123010267,39.828101644245145
Floating window (both),14,0.050221565731166914,0.7921146953405018,1.0,6.426181725483008,22.91479820627803
Floating window (both),28,0.0338597886603795,0.9141104294478528,1.0,12.954303658483708,13.094170403587444
Floating window (both),56,0.02124758550164754,0.958974358974359,1.0,25.84416499043844,6.547085201793722
Fixed order quantity (LN),7,0.07544597204863084,0.5199686765857479,1.0,3.6552078296785973,42.01046337817638
Fixed order quantity (LN),28,0.025110782865583457,0.533816425120773,1.0,14.296463435059751,13.094170403587444
Economic order quantity (LN),10,0.11419156913987047,0.4028056112224449,1.0,0.5032268289053514,103.66218236173393
Economic order quantity (LN),100,0.09237586637882059,0.5380542686962276,1.0,2.9516661809200664,57.28699551569507
Economic order quantity (LN),1000,0.05942506533348483,0.8301587301587302,1.0,8.858793647997201,22.369207772795217
Floating window (both),7,0.05817520736279968,0.7081604426002767,1.0,6.920587301984952,30.00747384155456
Floating window (both),14,0.03965458470628338,0.8450363196125908,1.0,10.202090170436989,16.367713004484305
Floating window (both),28,0.026815134643790477,0.9291338582677166,1.0,17.632176302958268,9.275037369207773
Floating window (both),56,0.016134530167026474,0.9793103448275862,1.0,31.940979531269853,4.910313901345291
Fixed order quantity (LN),7,0.07328712646290195,0.4718361375274323,1.0,6.391082329166359,45.82959641255606
Fixed order quantity (LN),28,0.030223838200204522,0.5683760683760684,1.0,14.468810281333768,14.185351270553065
Economic order quantity (LN),10,0.10748778547892285,0.4583333333333333,1.0,4.293482068561555,86.74887892376681
Economic order quantity (LN),100,0.08589932962163391,0.5442764578833693,1.0,5.910462055046286,54.01345291479821
Economic order quantity (LN),1000,0.056925349392114535,0.8520408163265306,1.0,11.148474465262167,21.823617339312406
Floating window (both),7,0.05124417679809112,0.7080062794348508,1.0,7.945350933665133,26.733931240657697
Floating window (both),14,0.03170094307465061,0.7664835164835165,1.0,11.897085721735555,15.276532137518684
Floating window (both),28,0.02113396204976707,0.8454545454545455,1.0,19.566665538377105,8.729446935724962
Floating window (both),56,0.011703215543688217,0.9716981132075472,1.0,31.39962953430785,3.273542600896861
Fixed order quantity (LN),7,0.07692307692307693,0.49236363636363634,1.0,6.926692154988718,45.28400597907324
Fixed order quantity (LN),28,0.038177479831837294,0.6640316205533597,1.0,11.938650301476017,14.185351270553065
Economic order quantity (LN),10,0.22645153959777298,0.7949740725967291,1.0,4.634130832692932,105.84454409566517
Economic order quantity (LN),100,0.22145210771503238,0.8290089323692046,1.0,4.871232917488697,98.75186846038864
Economic order quantity (LN),1000,0.19281899784115442,0.9370513528437328,1.0,5.864118957369689,73.65470852017937
Floating window (both),7,0.11169185319850017,0.8323454699407282,1.0,2.553133643261204,48.5575485799701
Floating window (both),14,0.06397000340870355,0.9169381107491856,1.0,6.602804720967489,25.097159940209266
Floating window (both),28,0.04044994886944665,0.9888888888888889,1.0,12.791124363050569,13.094170403587444
Floating window (both),56,0.02124758550164754,1.0,1.0,25.963865466906956,6.001494768310912
Fixed order quantity (LN),7,0.10419270537438928,0.5837046467218332,1.0,3.4783624921492677,49.648729446935725
Fixed order quantity (LN),28,0.033973412112259974,0.6457883369330454,1.0,14.255642013823408,12.548579970104633
Economic order quantity (LN),10,0.283490512441768,0.5048563334682314,1.0,0.16078141541045202,201.32286995515696
Economic order quantity (LN),100,0.274514259743211,0.7401960784313726,1.0,0.9464974966234125,125.48579970104633
Economic order quantity (LN),1000,0.17088967162822408,0.946507237256136,1.0,3.462929866116626,56.195814648729446
Floating window (both),7,0.09521645267583229,0.7488829311885612,1.0,2.832518194272333,45.82959641255606
Floating window (both),14,0.05885694807408249,0.8590381426202321,1.0,6.127972375017459,24.55156950672646
Floating window (both),28,0.03692762186115214,0.9502923976608187,1.0,12.928913331484543,13.094170403587444
Floating window (both),56,0.022611066924213157,0.9802955665024631,1.0,27.80742157572876,6.547085201793722
Fixed order quantity (LN),7,0.09851153278036587,0.5494296577946768,1.0,3.589244205915452,48.5575485799701
Fixed order quantity (LN),28,0.02976934439268265,0.5848214285714286,1.0,14.607181425646392,13.094170403587444
Economic order quantity (LN),10,0.1724803999545506,0.44594594594594594,1.0,0.44645369711430055,138.5799701046338
Economic order quantity (LN),100,0.1439609135325531,0.6241379310344828,1.0,2.3673387952632146,73.10911808669657
Economic order quantity (LN),1000,0.07817293489376208,0.8742058449809402,1.0,7.921156372029982,26.733931240657697
Floating window (both),7,0.09146687876377685,0.8156028368794326,1.0,2.931777523464544,40.37369207772795
Floating window (both),14,0.05465288035450517,0.9058380414312618,1.0,6.635643244162561,21.823617339312406
Floating window (both),28,0.03283717759345529,0.9730639730639731,1.0,14.807661618411581,10.911808669656203
Floating window (both),56,0.022156573116691284,0.9798994974874372,0.9999746593155648,31.34310263321634,6.001494768310912
Fixed order quantity (LN),7,0.09453471196454949,0.6020260492040521,1.0,3.002302858981719,41.464872944693575
Fixed order quantity (LN),28,0.028292239518236565,0.6102941176470589,1.0,14.072556969594581,12.548579970104633
Economic order quantity (LN),10,0.3041699806840132,0.6399713124551757,1.0,0.1768380943179231,172.40657698056802
Economic order quantity (LN),100,0.28996704919895466,0.8140350877192982,1.0,0.8110365729624078,123.8490284005979
Economic order quantity (LN),1000,0.18066128848994434,0.9630526953361599,1.0,2.914669715751133,63.28849028400598
Floating window (both),7,0.11487330985115328,0.8327841845140033,1.0,2.993883956695888,50.19431988041853
Floating window (both),14,0.06476536757186684,0.9163987138263665,1.0,6.983828048176639,25.642750373692078
Floating window (both),28,0.04192705374389274,0.9892761394101877,1.0,14.469322619085208,12.548579970104633
Floating window (both),56,0.024429042154300647,1.0,1.0,28.965937669087154,6.547085201793722
Fixed order quantity (LN),7,0.10112487217361664,0.6025727826675694,1.0,3.4707197902210076,44.738415545590435
Fixed order quantity (LN),28,0.03306442449721623,0.6152219873150105,1.0,14.007341613838342,13.639760837070254
Economic order quantity (LN),10,0.3551869105783434,0.5564257742969028,1.0,0.16101294294576401,231.87593423019433
Economic order quantity (LN),100,0.33768889898875126,0.8250971682398668,1.0,0.8522415070685586,141.85351270553065
Economic order quantity (LN),1000,0.19656857175320985,0.9708193041526375,1.0,2.9472899572344238,63.83408071748879
Floating window (both),7,0.08998977388933076,0.7027506654835848,1.0,2.4276307271834114,46.375186846038865
Floating window (both),14,0.056243608680831725,0.8389830508474576,1.0,5.590005432705382,24.55156950672646
Floating window (both),28,0.03647312805363027,0.9469026548672567,1.0,15.73871314645986,12.548579970104633
Floating window (both),56,0.023292807635495967,0.9669811320754716,1.0,29.909868184028024,6.547085201793722
Fixed order quantity (LN),7,0.09464833541642995,0.584561403508772,1.0,3.6365761690692286,44.19282511210762
Fixed order quantity (LN),28,0.03283717759345529,0.643652561247216,1.0,13.932540294629776,12.548579970104633
Economic order quantity (LN),10,0.16668560390864676,0.42857142857142855,1.0,0.6758393162320394,132.57847533632287
Economic order quantity (LN),100,0.14134757413930235,0.6666666666666666,1.0,2.379203893080491,67.10762331838565
Economic order quantity (LN),1000,0.07624133621179412,0.8771241830065359,1.0,7.57222009092908,26.733931240657697
Floating window (both),7,0.052494034768776274,0.7344992050874404,1.0,7.121806027426791,26.733931240657697
Floating window (both),14,0.03545051698670606,0.8342245989304813,1.0,9.329414151122052,15.822122571001495
Floating window (both),28,0.022838313827974095,0.95260663507109,1.0,18.779589460257114,8.729446935724962
Floating window (both),56,0.01397568458129758,0.9761904761904762,1.0,27.964432930754743,4.364723467862481
Fixed order quantity (LN),7,0.05363026928758095,0.49372384937238495,1.0,6.823533506537842,32.73542600896861
Fixed order quantity (LN),28,0.023974548346778774,0.5146341463414634,1.0,13.844460262890609,13.094170403587444
Economic order quantity (LN),10,0.09010339734121123,0.488,1.0,4.989179191029294,69.2899850523169
Economic order quantity (LN),100,0.08101352119077378,0.591701244813278,1.0,6.04949773006095,49.648729446935725
Economic order quantity (LN),1000,0.060902170207930914,0.8786885245901639,1.0,9.933001418166059,24.005979073243648
Floating window (both),7,0.10441995227815021,0.8279279279279279,1.0,3.0339470317039985,45.28400597907324
Floating window (both),14,0.05965231223724577,0.9067357512953368,1.0,6.443142743035844,24.005979073243648
Floating window (both),28,0.037609362572434954,0.9792899408284024,1.0,13.51038013690223,12.548579970104633
Floating window (both),56,0.022042949664810817,0.9797979797979798,1.0,25.80712623872171,6.547085201793722
Fixed order quantity (LN),7,0.0862401999772753,0.5198630136986301,1.0,3.365639426818321,46.92077727952167
Fixed order quantity (LN),28,0.03454152937166231,0.6440677966101694,1.0,13.985968275846721,13.094170403587444
Economic order quantity (LN),10,0.22770139756845814,0.4962852897473997,1.0,0.3330438333525202,165.8594917787743
Economic order quantity (LN),100,0.23474605158504716,0.7973755306831339,1.0,1.3319584746669726,98.20627802690584
Economic order quantity (LN),1000,0.1325985683445063,0.9261904761904762,1.0,5.138460918030326,44.738415545590435
Floating window (both),7,0.06692421315759572,0.6566332218506131,1.0,2.1478659016163344,36.554559043348284
Floating window (both),14,0.04692648562663334,0.7957610789980732,1.0,5.46653630802714,21.278026905829595
Floating window (both),28,0.03147369617088967,0.9081967213114754,1.0,13.413761674836877,12.002989536621824
Floating window (both),56,0.020338597886603794,0.9470899470899471,1.0,29.40828857211212,6.547085201793722
Fixed order quantity (LN),7,0.07090103397341212,0.5468886941279579,1.0,3.1519218622570233,34.91778774289985
Fixed order quantity (LN),28,0.025338029769344392,0.601078167115903,1.0,14.48376042727944,10.366218236173394
Economic order quantity (LN),10,0.10521531644131349,0.42771362586605083,1.0,0.7295775235024872,83.47533632286995
Economic order quantity (LN),100,0.10169298943301898,0.766923736075407,1.0,3.092366927846002,43.101644245142005
Economic order quantity (LN),1000,0.050107942279286444,0.8945233265720081,1.0,10.674900594782022,16.913303437967116
Floating window (both),7,0.01942961027156005,0.6195652173913043,1.0,2.2588732426649116,10.911808669656203
Floating window (both),14,0.013862061129417111,0.7625,1.0,4.808121192474751,6.001494768310912
Floating window (both),28,0.009544369957959323,0.865979381443299,1.0,12.230341999999403,3.273542600896861
Floating window (both),56,0.004317691171457789,0.7450980392156863,1.0,22.304852945058883,2.1823617339312404
Fixed order quantity (LN),7,0.031246449267128735,0.537109375,1.0,4.428852793972432,15.276532137518684
Fixed order quantity (LN),28,0.010226110669242132,0.45454545454545453,1.0,23.252470133284834,7.0926756352765326
Economic order quantity (LN),10,0.03908646744688104,0.4337957124842371,1.0,0.16780934318056048,31.09865470852018
Economic order quantity (LN),100,0.03931371435064197,0.7148760330578512,1.0,1.461728154791786,16.367713004484305
Economic order quantity (LN),1000,0.021588455857288944,0.8597285067873304,1.0,6.4252742596315375,7.638266068759342
Floating window (both),7,0.10669242131575957,0.8136915077989602,1.0,2.558890166159675,47.46636771300449
Floating window (both),14,0.06260652198613793,0.915282392026578,1.0,6.802530509902162,24.55156950672646
Floating window (both),28,0.03988183161004431,0.9831932773109243,1.0,14.362382926903424,12.548579970104633
Floating window (both),56,0.02192932621293035,0.9897435897435898,1.0,28.700322806424804,6.001494768310912
Fixed order quantity (LN),7,0.09669355755027838,0.5722932078009415,1.0,3.486020323968873,45.82959641255606
Fixed order quantity (LN),28,0.03658675150551074,0.6708333333333333,1.0,14.671371594521958,13.094170403587444
Economic order quantity (LN),10,0.2875809567094648,0.5526200873362446,1.0,0.22308047665936778,184.95515695067266
Economic order quantity (LN),100,0.2662197477559368,0.7602206359506813,1.0,1.0243953780178403,114.57399103139014
Economic order quantity (LN),1000,0.1622542892853085,0.918918918918919,1.0,3.558454681147152,57.832585949177876
Floating window (both),7,0.0673787069651176,0.5562851782363978,1.0,1.956304676895525,43.64723467862481
Floating window (both),14,0.04567662765594819,0.7282608695652174,1.0,5.299091057684791,22.91479820627803
Floating window (both),28,0.03465515282354278,0.8970588235294118,1.0,15.91950396805085,13.094170403587444
Floating window (both),56,0.02113396204976707,0.9637305699481865,1.0,22.71696927465296,6.547085201793722
Fixed order quantity (LN),7,0.08283149642086127,0.5946166394779772,1.0,3.521943009293135,37.10014947683109
Fixed order quantity (LN),28,0.024542665606181117,0.5699208443271768,1.0,14.341076043672798,11.457399103139014
Economic order quantity (LN),10,0.11578229746619702,0.4167689161554192,1.0,1.0263945744662046,90.56801195814649
Economic order quantity (LN),100,0.09180774911941825,0.7075306479859895,1.0,3.694312063347771,37.6457399103139
Economic order quantity (LN),1000,0.04340415861833882,0.8414096916299559,1.0,11.033521436325941,15.276532137518684
Floating window (both),7,0.07544597204863084,0.6275992438563327,1.0,3.283022129028704,43.64723467862481
Floating window (both),14,0.05033518918304738,0.7826855123674912,1.0,4.792828657513189,23.460388639760836
Floating window (both),28,0.03533689353482559,0.9395770392749244,1.0,12.426073757872981,13.094170403587444
Floating window (both),56,0.022611066924213157,0.9851485148514851,1.0,23.839722829161047,6.547085201793722
Fixed order quantity (LN),7,0.06510623792750823,0.582909460834181,1.0,3.5627660241253243,29.46188340807175
Fixed order quantity (LN),28,0.01931598681967958,0.568561872909699,1.0,12.979806382869668,8.729446935724962
Economic order quantity (LN),10,0.13850698784229065,0.4799212598425197,1.0,0.5737029388979178,96.02391629297459
Economic order quantity (LN),100,0.11828201340756732,0.7928408225437928,1.0,2.2899813564507085,48.011958146487295
Economic order quantity (LN),1000,0.05635723213271219,0.8656195462478184,1.0,7.868553753128426,20.186846038863976
Floating window (both),7,0.11248721736166345,0.838272650296359,1.0,2.713789599787611,48.5575485799701
Floating window (both),14,0.06340188614930121,0.9087947882736156,1.0,6.304654080711411,25.097159940209266
Floating window (both),28,0.04283604135893648,0.9973544973544973,1.0,15.717784282965704,13.639760837070254
Floating window (both),56,0.022042949664810817,0.9897959183673469,1.0,27.37684106977068,6.547085201793722
Fixed order quantity (LN),7,0.09476195886831042,0.6205357142857143,1.0,3.422276555333425,40.91928251121076
Fixed order quantity (LN),28,0.0285194864219975,0.5770114942528736,1.0,13.456656226484391,13.094170403587444
Economic order quantity (LN),10,0.320872628110442,0.6269982238010657,1.0,0.1731415625468898,186.5919282511211
Economic order quantity (LN),100,0.28599022838313826,0.7895232120451694,1.0,0.9009422935505844,124.94020926756353
Economic order quantity (LN),1000,0.16816270878309283,0.9414758269720102,1.0,3.220619129612128,58.37817638266069
Floating window (both),7,0.08851266901488468,0.7884615384615384,1.0,2.4610759385718453,40.91928251121076
Floating window (both),14,0.05363026928758095,0.8628884826325411,1.0,5.346416044880264,22.369207772795217
Floating window (both),28,0.036359504601749804,0.9785932721712538,1.0,14.214562375885277,12.548579970104633
Floating window (both),56,0.022156573116691284,0.9848484848484849,1.0,29.96442779370091,6.001494768310912
Fixed order quantity (LN),7,0.08760368139984093,0.5102581072137657,1.0,3.2340622654733093,48.5575485799701
Fixed order quantity (LN),28,0.03170094307465061,0.636986301369863,1.0,13.226588423918752,12.002989536621824
Economic order quantity (LN),10,0.17975230087490057,0.5269820119920053,1.0,0.2953237396759433,124.94020926756353
Economic order quantity (LN),100,0.1654357459379616,0.6731391585760518,1.0,1.6246388630577004,81.29297458893872
Economic order quantity (LN),1000,0.09510282922395183,0.8894792773645058,1.0,5.796441668594362,31.09865470852018
Floating window (both),7,0.11532780365867515,0.8238636363636364,1.0,2.9046078734807,50.19431988041853
Floating window (both),14,0.06374275650494263,0.9151712887438825,1.0,6.316205719746622,25.097159940209266
Floating window (both),28,0.04306328826269742,0.9869791666666666,1.0,14.430235147695067,13.094170403587444
Floating window (both),56,0.023633677991137372,0.9904761904761905,1.0,28.208148291845404,7.0926756352765326
Fixed order quantity (LN),7,0.10135211907737757,0.5699680511182109,1.0,3.4335518472063287,48.011958146487295
Fixed order quantity (LN),28,0.03181456652653108,0.6263982102908278,1.0,14.315465150644295,12.548579970104633
Economic order quantity (LN),10,0.320872628110442,0.5058212430592871,1.0,0.14978778022161096,231.3303437967115
Economic order quantity (LN),100,0.31166912850812406,0.7405507559395248,1.0,0.8364153053249517,141.30792227204782
Economic order quantity (LN),1000,0.19213725712987162,0.9378813089295619,1.0,3.0693826807889395,61.106128550074736
Floating window (both),7,0.07544597204863084,0.694560669456067,1.0,1.5120527228773368,39.28251121076233
Floating window (both),14,0.048971707760481764,0.8086303939962477,1.0,3.6467404593183117,21.823617339312406
Floating window (both),28,0.03556414043858652,0.9315476190476191,1.0,10.341459112640758,12.548579970104633
Floating window (both),56,0.020452221338484265,0.9473684210526315,1.0,15.874557219080241,7.0926756352765326
Fixed order quantity (LN),7,0.06022042949664811,0.5561385099685204,1.0,3.2627153342929374,28.37070254110613
Fixed order quantity (LN),28,0.018634246108396774,0.5674740484429066,1.0,13.349411896325783,8.183856502242152
Economic order quantity (LN),10,0.14282467901374843,0.5228785357737105,1.0,0.5526270369198177,93.84155455904335
Economic order quantity (LN),100,0.11407794568799,0.7296511627906976,1.0,2.4759755100428538,49.10313901345292
Economic order quantity (LN),1000,0.05885694807408249,0.9103690685413005,1.0,7.8274124758654535,19.095665171898357
Floating window (both),7,0.058629701170321555,0.5746102449888641,1.0,1.885644385276532,37.10014947683109
Floating window (both),14,0.04317691171457789,0.7509881422924901,1.0,4.813786902092676,20.732436472346787
Floating window (both),28,0.028746733325758438,0.8322368421052632,1.0,11.563772869536882,11.457399103139014
Floating window (both),56,0.020906715146006137,0.9435897435897436,1.0,24.569421751647628,6.547085201793722
Fixed order quantity (LN),7,0.07396886717418476,0.5138121546961326,1.0,3.5545940769805466,40.37369207772795
Fixed order quantity (LN),28,0.027837745710714693,0.603448275862069,1.0,14.771335482062765,11.457399103139014
Economic order quantity (LN),10,0.09612544029087604,0.38280542986425337,1.0,0.9038382554139296,87.29446935724962
Economic order quantity (LN),100,0.07942279286444723,0.5628019323671497,1.0,3.5949621283279694,43.101644245142005
Economic order quantity (LN),1000,0.04306328826269742,0.791231732776618,1.0,13.033198975031894,16.913303437967116
Floating window (both),7,0.09112600840813544,0.7257918552036199,1.0,2.5241775070508305,45.82959641255606
Floating window (both),14,0.05578911487330985,0.8480138169257341,1.0,5.258967245314326,24.005979073243648
Floating window (both),28,0.03670037495739121,0.9613095238095238,1.0,12.37524371317512,13.094170403587444
Floating window (both),56,0.022042949664810817,0.9897959183673469,1.0,25.72483498914368,6.547085201793722
Fixed order quantity (LN),7,0.09135325531189638,0.5916114790286976,1.0,3.3002375098735,41.464872944693575
Fixed order quantity (LN),28,0.031246449267128735,0.6365740740740741,1.0,13.135812995673195,12.548579970104633
Economic order quantity (LN),10,0.1882740597659357,0.4692721608609459,1.0,0.3524821973091642,141.30792227204782
Economic order quantity (LN),100,0.1511191910010226,0.6270627062706271,1.0,1.7358292971776808,78.56502242152466
Economic order quantity (LN),1000,0.09578456993523463,0.8790406673618353,1.0,5.829057126363064,34.37219730941704
Floating window (both),7,0.10305647085558459,0.7956140350877193,1.0,2.517138211734667,47.46636771300449
Floating window (both),14,0.06067492330416998,0.9066213921901528,1.0,6.4734858662958015,24.55156950672646
Floating window (both),28,0.03840472673559823,0.9548022598870056,1.0,14.552468192466153,13.094170403587444
Floating window (both),56,0.023974548346778774,0.9813953488372092,1.0,28.264008677838845,6.547085201793722
Fixed order quantity (LN),7,0.09203499602317919,0.5593922651933702,1.0,3.4328553223792864,45.28400597907324
Fixed order quantity (LN),28,0.02976934439268265,0.5861297539149888,1.0,13.739282826116211,13.094170403587444
Economic order quantity (LN),10,0.23054198386546984,0.4803503787878788,1.0,0.30409983399908197,171.8609865470852
Economic order quantity (LN),100,0.22122486081127143,0.7439816583874665,1.0,1.206007786285401,100.38863976083707
Economic order quantity (LN),1000,0.12612203158731963,0.9234608985024958,1.0,4.830692422320146,43.64723467862481
Floating window (both),7,0.04306328826269742,0.7431372549019608,1.0,10.82766894815514,20.732436472346787
Floating window (both),14,0.024769912509942052,0.8195488721804511,1.0,15.14762119766173,10.911808669656203
Floating window (both),28,0.015339166003863198,0.9712230215827338,1.0,21.826203081234368,5.4559043348281016
Floating window (both),56,0.009317123054198387,0.9425287356321839,1.0,33.26896250583293,3.273542600896861
Fixed order quantity (LN),7,0.06590160209067152,0.47346938775510206,1.0,9.36760525802711,41.464872944693575
Fixed order quantity (LN),28,0.029655720940802183,0.5812917594654788,1.0,13.532029772227409,13.094170403587444
Economic order quantity (LN),10,0.07783206453812067,0.3914285714285714,1.0,8.453653035102192,74.20029895366218
Economic order quantity (LN),100,0.07294625610726053,0.5900735294117647,1.0,9.77884824840814,43.64723467862481
Economic order quantity (LN),1000,0.04851721395295989,0.9222462203023758,1.0,13.495235124992927,16.913303437967116
Floating window (both),7,0.03772298602431542,0.827930174563591,1.0,12.139168455058918,15.276532137518684
Floating window (both),14,0.021588455857288944,0.892018779342723,1.0,14.081401551879512,8.183856502242152
Floating window (both),28,0.014202931485058516,0.9920634920634921,1.0,27.014075314489315,4.364723467862481
Floating window (both),56,0.008862629246676515,0.975,1.0,39.0027117883258,2.7279521674140508
Fixed order quantity (LN),7,0.049539825019884104,0.5034642032332564,1.0,10.70911378379791,28.37070254110613
Fixed order quantity (LN),28,0.020452221338484265,0.569620253164557,1.0,13.722566698596125,9.275037369207773
Economic order quantity (LN),10,0.10555618679695489,0.5439110070257611,1.0,9.60073385868191,73.10911808669657
Economic order quantity (LN),100,0.10021588455857289,0.7277227722772277,1.0,9.953735525447255,54.01345291479821
Economic order quantity (LN),1000,0.06374275650494263,0.9166666666666666,1.0,11.220120334933082,24.55156950672646
Floating window (both),7,0.04010907851380525,0.5693548387096774,1.0,7.449094566432669,26.18834080717489
Floating window (both),14,0.027724122258834222,0.6971428571428572,1.0,10.352550403152776,14.730941704035875
Floating window (both),28,0.021815702761049882,0.8807339449541285,1.0,15.925103171079796,8.729446935724962
Floating window (both),56,0.013862061129417111,0.9104477611940298,1.0,27.171540251847446,4.910313901345291
Fixed order quantity (LN),7,0.06442449721622542,0.4995594713656388,1.0,7.03359244260596,38.73692077727952
Fixed order quantity (LN),28,0.027724122258834222,0.5995085995085995,1.0,14.420737435132134,12.548579970104633
Economic order quantity (LN),10,0.07112828087717304,0.38570548367221197,1.0,5.105078883397467,67.65321375186846
Economic order quantity (LN),100,0.06147028746733326,0.5372393247269116,1.0,7.195715521310942,38.191330343796714
Economic order quantity (LN),1000,0.037609362572434954,0.7733644859813084,1.0,11.680282896403645,14.730941704035875
Floating window (both),7,0.05272128167253721,0.818342151675485,1.0,8.84949080019034,23.460388639760836
Floating window (both),14,0.03192818997841154,0.9035369774919614,1.0,12.905887116232618,13.094170403587444
Floating window (both),28,0.018634246108396774,0.9647058823529412,1.0,21.086910844442155,7.0926756352765326
Floating window (both),56,0.012953073514373368,0.9743589743589743,1.0,32.32539700844294,4.364723467862481
Fixed order quantity (LN),7,0.06499261447562776,0.46017699115044247,1.0,7.980269954708762,43.101644245142005
Fixed order quantity (LN),28,0.022156573116691284,0.4452054794520548,1.0,13.73512795171923,14.185351270553065
Economic order quantity (LN),10,0.11350982842858766,0.5285714285714286,1.0,6.217548381984936,80.20179372197309
